1	江苏万卷文化发展有限公司（2016年4月29日变更为“江苏万卷润德文化传播有限公司”）	江苏省沐阳县三匹马商业广场2幢119室	提供虚假材料谋取中标	处以中标金额141279.60元千分之七即人民币壹万伍仟肆佰肆拾陆元肆角捌分（988.96元）的罚款...	《政府采购法》第七十七条	2016-03-02	2018-03-01	苏州市相城区财政局
30	惠州市南华物业管理有限公司	广东省惠州市惠城区河南岸34号小区10栋704房	在政府采购活动中提供虚假材料，谋取中标。	处以采购金额千分之五（￥3,800元、大写叁仟捌佰元整）的罚款，列入不良行为记录名单，在一年内（从2...	《中华人民共和国政府采购法》第77条和《政府采购货物和服务招标投标管理办法》（财政部令第18号）第7...	2015-11-23	2016-11-22	惠州市财政局
31	厦门市京准智能水表有限公司	厦门市翔安区内厝镇内田路592号	提交虚假材料谋取中标、成交	1、处于中标金额的千分之五的罚款，即8998.53元； 2、一年内禁止参加政府采购活动；	《中华人民共和国政府采购法》第13、77条和《财政部令18号》第74条。	2015-09-25	2016-09-24	东莞市财政局
32	镇江康利医疗器械有限公司	江苏省镇江市镇江新区大路镇闸北	提交虚假材料谋取中标、成交	1、处于中标金额的千分之五的罚款，即22396元； 2、两年内禁止参加政府采购活动；	《中华人民共和国政府采购法》第13、77条和《财政部令18号》第74条。	2015-06-17	2017-06-16	东莞市财政局
33	深圳市宝安医疗用品有限公司	深圳市龙岗区横岗六约深坑工业区	提交虚假材料谋取中标、成交	1、处于中标金额的千分之五的罚款，即20470元； 2、两年内禁止参加政府采购活动	《中华人民共和国政府采购法》第13、77条和《财政部令18号》第74条。	2015-06-17	2017-06-16	东莞市财政局
34	珠海市恒凯科技有限公司	珠海市香洲区碧海路3号1幢109房	采取不正当手段排挤其他供应商。	（一）处以采购金额千分之五的罚款,即人民币三百六十九元（￥369元）；（二）列入不良行为记录名单，一...	《中华人民共和国政府采购法》第七十七条第（二）项	2015-10-10	2016-10-13	珠海市财政局
35	深圳市万亿利佳电器有限公司	深圳市宝安区沙井街道新桥北环大道中心路治安楼侧第三栋首层101铺	该公司在参加我区政府采购中心2015年8月13日组织的深圳市公安局宝安分局深宝的空气能热水器一批采购...	记入供应商诚信档案，并处以采购金额千分之二十（即人民币47316元，大写肆万柒仟叁佰壹拾陆元整）的罚...	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十四条、七十六条第二...	2016-02-22	2019-02-19	深圳市宝安区财政局
36	深圳市中科美纳医疗器械有限公司	深圳市龙华新区观澜大航社区广场沿河路12号B1403	该公司在参加我区政府采购中心2015年10月30日组织的福永人民医院申报的数字化X光摄片机1套项目（...	记入供应商诚信档案，并处以采购金额千分之十五（即人民币9750元，大写玖仟七佰伍拾元整）的罚款，两年...	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十四条、七十六条	2016-02-22	2018-03-20	深圳市宝安区财政局
37	深圳市粤大明照明电器有限公司	深圳市福田区福田保税区红棉道8号英达利科技数码园B栋306室	该公司在参加我区政府采购中心2014年9月29日组织的新安街道路灯及设施管养服务项目（计划编号：20...	记入供应商诚信档案，并处以采购金额千分之二十（即人民币4.6694万元，大写肆万陆仟陆佰玖拾肆元）的...	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十四条、七十六条	2016-02-22	2019-03-20	深圳市宝安区财政局
38	深圳市恒瑞朗科技有限公司	深圳市龙华新区硅谷动力清湖园C2栋竟凯大厦5楼513、515	该公司在参加我区政府采购中心2015年10月30日组织的福永人民医院申报的数字化X光摄片机1套项目（...	记入供应商诚信档案，并处以采购金额千分之十五（即人民币9750元，大写玖仟七佰伍拾元整）的罚款，两年...	深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十四条、七十六条	2016-02-22	2018-02-20	深圳市宝安区财政局
39	深圳市仁易达科技有限公司	深圳市罗湖区红岗路红岗大厦1007	仁易达公司在投标文件中提交了一份其与罗湖区人民医院于2015年9月16日签订的《深圳市罗湖区人民医院...	一、罚款人民币8907元（593800元×15‰=8907元）；二、两年内禁止参与深圳市政府采购活动...	《深圳经济特区政府采购条例》第五十七条第（三）项和《深圳经济特区政府采购条例实施细则》第七十六条第（...	2016-01-29	2018-01-28	深圳市财政委员会
40	深圳市仁易达科技有限公司	深圳市罗湖区红岗路红岗大厦1007	仁易达公司在投标文件中提交了一份其与罗湖区人民医院于2015年9月16日签订的《深圳市罗湖区人民医院...	一、罚款人民币2278元（227800元×10‰=2278元）；二、一年内禁止参与深圳市政府采购活动...	《深圳经济特区政府采购条例》第五十七条第（三）项和《深圳经济特区政府采购条例实施细则》第七十六条第（...	2016-01-29	2017-01-28	深圳市财政委员会
41	深圳市振恒太阳能工程有限公司	深圳市南山区玉泉路毅哲大厦一楼西102A	该公司在参加我区政府采购中心2015年8月13日组织的深圳市公安局宝安分局深宝的空气能热水器一批采购...	1.记入供应商诚信档案；2.处以采购金额千分之二十（即人民币47316元，大写肆万柒仟叁佰壹拾陆元整...	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十四条、七十六条第二...	2016-02-22	2019-02-19	深圳市宝安区财政局
42	深圳市华辉鑫业贸易有限公司	深圳市宝安区新安街道龙井二路59号二楼E区	该公司于2015年11月20日参加我区政府采购中心组织的松岗中学购置电视机一批网上竞价项目（招标编号...	一、罚款人民币2970元（297000元×10‰=2970元）；二、一年内禁止参与深圳市政府采购活动...	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十四条、七十六条	2016-02-25	2017-02-24	深圳市宝安区财政局
43	深圳市盈山科技有限公司	深圳市福田区北环大道青海大厦20D	该公司在参加我区政府采购中心2015年11月12日组织的宝安区人民医院采购甲状腺射频治疗仪项目（项目...	1.记入供应商诚信档案；2.处以采购金额千分之十五（即人民币9420元，大写玖仟肆佰贰拾元）罚款；3...	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十四条、七十六条第二...	2016-02-22	2018-03-21	深圳市宝安区财政局
44	深圳市同创博大商贸有限公司	深圳市福田区华强北路上步工业区505栋2层2988	该公司在参加我区政府采购中心2015年11月13日组织的“宝安小学购置投影机一批”网上竞价项目（编号...	1.记入供应商诚信档案；2.处以采购金额千分之十（即人民币332元，大写叁佰叁拾贰元）的罚款；3.一...	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十四条、七十六条	2016-02-22	2017-02-21	深圳市宝安区财政局
45	福州儒生电子有限公司	福州市鼓楼区五凤街道龙腰路60号筑家左海家园B2#楼1层02店	福州儒生电子有限公司参与了福州教育学院第二附属中学网络设备采购项目（项目编号：FZ2015HW107...	对该公司处以2052.55元人民币罚款（即采购金额千分之五的罚款，410，510元×5‰=2052....	根据《中华人民共和国政府采购法》第七十七条第一款规定和《中华人民共和国政府采购法实施条例》第七十二条...	2016-03-04	2017-03-03	福州市财政局
46	深圳市平华医疗器材有限公司	深圳市南山区沙河工业区B6栋1楼＊	该公司在参加我区政府采购中心2015年9月1日组织的口腔数字全景机一台项目（计划编号：2015001...	1.记入供应商诚信档案；2.处以采购金额千分之十五（即人民币5250元，大写伍仟贰佰伍拾元整）的罚款...	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十四条、七十六条	2015-12-08	2017-12-06	深圳市宝安区财政局
47	深圳市皓之美贸易有限公司	深圳市宝安区新安二路资安商务大楼7楼7011室（办公场所）	该公司在参加宝安区区政府采购中心2015年9月1日组织的口腔数字全景机一台项目（计划编号：20150...	1.记入供应商诚信档案；2.处以采购金额千分之十五（即人民币5250元，大写伍仟贰佰伍拾元整）的罚款...	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十四条、七十六条的规...	2015-12-08	2017-12-06	深圳市宝安区财政局
48	上海应成机电设备有限责任公司	上海市浦东新区新金桥路55号银东大厦13A	2015年12月7日，天津国际招标有限公司以公开招标方式，对天津市第三中心医院吊塔采购项目（项目编号...	（一）处以本项目中标金额千分之十的罚款（8000元人民币）。（二）列入不良行为记录名单，禁止3年内参...	根据《政府采购货物和服务招标投标管理办法》（财政部令第18号）第七十四条第一款第（一）项 。	2016-03-08	2017-03-07	天津市财政局
49	北京易好智通信息技术有限责任公司	北京市海淀区天秀路10号中国农大国际创业园1号楼B421室	以非法手段取得证明材料进行投诉	1年内禁止参加政府采购活动。	《中华人民共和国政府采购法实施条例》第73条	2016-01-28	2017-01-27	财政部
50	浙江博鑫投资有限公司	浙江省宁海县梅林塔山工业园区	提供的照明项目质量运行情况检测报告为虚假材料	列入不良行为记录名单，一年内禁止参加政府采购活动。(EMC项目无具体中标金额，最终收益为变数）	《政府采购法》第77条和《政府采购货物和服务招标投标管理办法》（财政部令第18号）第74条	2015-12-25	2016-12-25	宁波市财政局
51	福州恒信达计算机有限公司	福州市台江区五一中路169号利嘉城二期16号楼12层19室	串通投标	处以有关项目采购金额千分之五的罚款即人民币6394.25元，列入不良行为记录名单，一年内禁止参加福建...	《政府采购法》第二十五条第一款、第七十七条第一款第三项、《政府采购法实施条例》第七十四条的规定。	2016-01-28	2017-01-27	福建省财政厅
52	福州龙慧力计算机有限公司	福州市台江区新港街道五一中路169号利嘉城二期16号楼1621单元	串通投标	处以有关项目采购金额千分之五的罚款即人民币6394.25元,列入不良行为记录名单，一年内禁止参加福建...	《政府采购法》第二十五条第一款、第七十七条第一款第三项、《政府采购法实施条例》第七十四条的规定。	2016-01-28	2017-01-27	福建省财政厅
53	山东东方新兴厨房设备有限责任公司	博兴县曹王开发区	提供虚假材料谋取中标	处以中标金额2206640元千分之七即人民币壹万伍仟肆佰肆拾陆元肆角捌分（15446.48元）的罚款...	<政府采购法>第七十七条	2015-11-17	2017-11-16	苏州市相城区财政局
54	山东东方永兴厨业有限公司	博兴县曹王镇曹营经济开发区	提供虚假材料谋取中标	处以中标金额2206640元千分之七即人民币壹万伍仟肆佰肆拾陆元肆角捌分（15446.48元）的罚款...	<政府采购法>第七十七条	2015-11-17	2017-11-16	苏州市相城区财政局
55	山东金得信商用厨具有限公司	博兴县曹王镇曹纯路77号	提供虚假材料谋取中标	处以中标金额2206640元千分之七即人民币壹万伍仟肆佰肆拾陆元肆角捌分（15446.48元）的罚款...	<政府采购法>第七十七条	2015-11-17	2017-11-16	苏州市相城区财政局
56	上海遵捷实验设备有限公司	上海市宝山区蕴川路5575弄3号	当事人在投标活动(采购编号：SZCH2015-Y-G-019)中提供虚假材料	处以中标金额贰佰肆拾伍万零捌佰贰拾柒元捌角（2450827.80元）的千分之五即人民币壹万贰仟贰佰伍...	<政府采购法>第七十七条	2016-01-18	2017-01-17	苏州工业园区财政局
57	北京冠远科技有限公司	北京市石景山区实兴大街30号院3号楼2层 A-0299房间	擅自终止合同，违反了《中华人民共和国政府采购法》第五十条规定。	处以21775元罚款，并列入不良行为记录名单；三年内禁止参加政府采购活动。	根据《中华人民共和国政府采购法》第七十七条规定	2016-01-29	2019-01-28	青海省财政厅
58	青海神木祥云科学器材有限公司	青海省城西区黄河路200号	未按合同约定条款向青海卫生职业技术学院供货，擅自终止合同的行为违反了《中华人民共和国政府采购法》第五...	处以2590元罚款，并列入不良行为记录名单；一年内禁止参加政府采购活动。	根据《中华人民共和国政府采购法》第七十七条规定。	2016-01-29	2017-01-28	青海省财政厅
59	合肥励申光电科技有限公司	合肥市黄山路659号西环商贸中心8幢1306室	中标或成交后无正当理由拒不与采购人签订政府采购合同	（一）处以本次采购金额千分之五的罚款，即515元；（二）列入不良行为记录名单，自本决定书下达之日起，...	根据《中华人民共和国政府采购法实施条例》第七十二条第一款第（二）项、《中华人民共和国政府采购法》第七...	2016-01-29	2017-01-28	安徽省财政厅
60	福建省锦楠建设发展有限公司	福州市鼓楼区洪山园路68号洪山科技园区D座5层505室	福建省锦楠建设发展有限公司参与了福州市公安局交通警察支队城区交通热熔标线施划项目（项目编号：FJSX...	处以123，229.79元人民币罚款（即采购金额千分之十的罚款，12，322，979元*10‰=12...	根据《中华人民共和国政府采购法》第七十七条第一款规定和《中华人民共和国政府采购法实施条例》第七十二条...	2016-01-14	2019-01-13	福州市财政局
61	福州新兰晟信息科技有限公司	福州市仓山区金山街道浦上大道216州仓山万达广场C区C4号楼12层21办公	福州新兰晟信息科技有限公司参与了福州市传染病医院手术麻醉与重症监护临床信息系统项目（项目编号：FJS...	处以0.4万元人民币罚款（即采购金额千分之五的罚款，80万元*5‰=0.4万元），列入政府采购不良行...	根据《中华人民共和国政府采购法》第七十七条第一款规定和《中华人民共和国政府采购法实施条例》第七十二条...	2016-01-14	2017-01-13	福州市财政局
62	陕西正大招标有限公司	陕西省西安市碑林区友谊西路476号	未依法在指定的政府采购信息发布媒体发布该政府采购项目的信息。违反了《中华人民共和国政府采购法》第11...	处以5000元人民币的罚款，在1年内禁止其代理政府采购业务。	《中华人民共和国政府采购法》第78条和《中华人民共和国政府采购法实施条例》第66条、第68条之规定	2016-01-11	2017-01-10	青海省财政厅
63	深圳市星华时代科技有限公司	深圳市福田区华强北路赛格广场3510A	无法按照招标文件和中标通知书规定提供符合要求的产品，给政府采购工作带来了不良影响。	罚款人民币1588.88元；一年内禁止参与深圳市政府采购活动；记入供应商诚信档案。	《深圳经济特区政府采购条例》第五十七条和《深圳经济特区政府采购条例实施细则》第七十六条第（一）项。	2015-12-21	2016-12-19	深圳市财政委员会
64	山西信悦医疗器械有限公司	运城市盐湖区工农东街272号（金鹏大厦1202室）	该供应商在参与“万荣县人民医院2015年第四季度医疗专用设备采购项目”政府采购项目活动中与另一家供应...	列入不良行为记录名单，在一年内禁止其参加政府采购活动。	《政府采购法》第77条	2015-12-16	2016-12-15	万荣县财政局
65	山西云博世纪医疗器械有限公司	运城市盐湖区圣惠北路西冯村牌楼南二楼	该供应商在参与“万荣县人民医院2015年第四季度医疗专用设备采购项目”政府采购项目活动中与另一家供应...	列入不良行为记录名单，在一年内禁止其参加政府采购活动。	《政府采购法》第77条	2015-12-16	2016-12-15	万荣县财政局
66	江苏苏美达集团有限公司	南京市长江路198号	招标文件设置供应商注册资金限制条款、招标文件指定品牌、未从财政部门设立的政府采购评审专家库中抽取专家	警告并一年内禁止代理政府采购业务	《中华人民共和国政府采购法》第71条第三项、第78条，《政府采购货物和服务招标投标管理办法》（财政部...	2015-12-04	2016-12-03	财政部
67	上海机电设备招标有限公司	上海市长寿路285号	单一来源采购活动中项目公示金额、成交通知书金额、实际签订合同金额不一致，且成交通知书金额超过采购预算...	警告并一年内禁止代理政府采购业务	《中华人民共和国政府采购法》第71条第三项、第78条	2015-12-04	2016-12-03	财政部
68	宣城弘天电子科技有限公司	安徽省宣城市区鳌峰东路钻石鑫城2单元703室	提供虚假材料谋取中标、成交	将当事人列入不良行为记录名单、在一年内禁止参加政府采购活动（2015年12月1日至2016年11月3...	《中华人民共和国政府采购法》第七十七条第（一）项	2015-12-01	2016-11-30	宣城市财政局
69	农业部工程建设服务中心	北京市海淀区学院南路59号	招标文件未落实《政府采购促进中小企业发展暂行办法》第3条和第5条的相关规定	一年内禁止代理政府采购业务	《中华人民共和国政府采购法》第78条、《中华人民共和国政府采购法实施条例》第68条	2015-12-02	2016-12-01	财政部
70	江苏万利达动力设备有限公司	江苏省扬州市江都区城北工业园区工业路2号	你司于2015年9月2日参加了双桥经开区建设局柴油发电机组采购公开招标项目（项目编号：SQCG[20...	1.取消你公司在双桥经开区建设局柴油发电机组采购公开招标项目（项目号：SQCG[2015]28）的中...	1、根据《中华人民共和国政府采购法》第七十七条之规定 2、根据本次政府采购招标文件第五篇“投标人须知...	2015-12-10	2016-12-10	重庆市双桥经开区管委会
71	北京捷盛依科科技发展有限公司	北京市朝阳区拂林路9号景龙国际A座1101室	2015年9月2日，北京捷盛依科科技发展有限公司参与了天津市教委教学仪器设备供应中心以公开招标方式组...	列入不良行为记录名单，1年内禁止参加政府采购活动。	《中华人民共和国政府采购法实施条例》第七十三条	2015-12-11	2016-12-10	天津市财政局
72	石家庄朝阳光纳科技有限公司	石家庄市新华区朝阳路3号	在青岛市市北区食品药品监督管理局“快速检测设备采购项目”（项目编号：SDXYQ1502022）政府采...	给予该单位处以采购金额5‰，即9650元罚款，列入不良记录名单，一年内禁止参加政府采购活动，并予以公...	《中华人民共和国政府采购法》第七十七条第（一）、（三）项	2015-12-09	2016-12-08	青岛市市北区财政局
73	上海合进实业有限公司	苏州市工业园区成义路18号	在青岛市市北区食品药品监督管理局“快速检测设备采购项目”（项目编号：SDXYQ1502022）政府采...	给予该单位处以采购金额5‰，即9650元罚款，列入不良记录名单，一年内禁止参加政府采购活动，并予以公...	《中华人民共和国政府采购法》第七十七条第（一）、（三）项	2015-12-09	2016-12-08	青岛市市北区财政局
